CustomerID,observation_date,window_month_year,recency_days,frequency,monetary,return_rate,customer_age_days,avg_items_per_transaction,unique_products,avg_order_value,churn,future_monetary_90d
18069,2010-10-01,2010-10,17,3,1628.69,0.0,148,406.0,295,542.8966666666666,0,479.46999999999997
18071,2010-10-01,2010-10,36,2,309.13,0.0,0,92.5,21,154.565,0,517.9
18074,2010-10-01,2010-10,70,1,529.84,0.0,0,171.0,30,529.84,0,979.2
18075,2010-10-01,2010-10,1,5,1686.1100000000001,0.375,62,170.6,71,337.22200000000004,0,1684.38
18077,2010-10-01,2010-10,36,1,207.37,0.0,0,179.0,20,207.37,0,990.94
18079,2010-10-01,2010-10,56,1,590.78,0.0,0,1383.0,13,590.78,1,0.0
18087,2010-10-01,2010-10,1,3,6357.24,0.0,168,756.0,19,2119.08,0,2435.46
18089,2010-10-01,2010-10,11,1,428.45,0.0,0,95.0,9,428.45,1,0.0
18091,2010-10-01,2010-10,158,1,360.85,0.0,0,539.0,25,360.85,1,0.0
18092,2010-10-01,2010-10,9,3,2380.46,0.0,131,663.3333333333334,10,793.4866666666667,0,4338.36
18093,2010-10-01,2010-10,9,3,1996.99,0.0,152,600.3333333333334,18,665.6633333333333,1,0.0
18094,2010-10-01,2010-10,11,5,2519.5,0.0,134,250.8,32,503.9,1,0.0
18095,2010-10-01,2010-10,143,2,1427.3600000000001,0.0,20,488.0,20,713.6800000000001,0,295.68
18096,2010-10-01,2010-10,7,3,894.13,0.0,70,219.33333333333334,154,298.04333333333335,1,0.0
18097,2010-10-01,2010-10,10,3,1373.06,0.25,63,208.0,19,457.68666666666667,0,603.72
18100,2010-10-01,2010-10,115,1,451.56,0.0,0,440.0,30,451.56,1,0.0
18102,2010-10-01,2010-10,30,48,144246.12,0.058823529411764705,140,1182.6458333333333,161,3005.1275,0,107957.29000000001
18103,2010-10-01,2010-10,114,1,105.8,0.0,0,23.0,10,105.8,1,0.0
18106,2010-10-01,2010-10,41,2,421.73,0.0,0,89.5,56,210.865,1,0.0
18107,2010-10-01,2010-10,7,1,167.13,0.0,0,66.0,38,167.13,1,0.0
18108,2010-10-01,2010-10,161,1,84.56,0.0,0,12.0,4,84.56,1,0.0
18109,2010-10-01,2010-10,3,5,700.73,0.16666666666666666,88,63.0,99,140.14600000000002,0,1693.01
18111,2010-10-01,2010-10,154,1,405.85,0.5,0,232.0,27,405.85,1,0.0
18112,2010-10-01,2010-10,116,1,152.0,0.0,0,32.0,11,152.0,0,271.27
18123,2010-10-01,2010-10,78,1,95.15,0.0,0,35.0,22,95.15,1,0.0
18124,2010-10-01,2010-10,37,1,111.53,0.0,0,51.0,20,111.53,1,0.0
18128,2010-10-01,2010-10,102,1,420.04,0.0,0,221.0,42,420.04,1,0.0
18132,2010-10-01,2010-10,69,1,226.9,0.0,0,216.0,60,226.9,1,0.0
18134,2010-10-01,2010-10,163,1,142.85,0.0,0,45.0,10,142.85,1,0.0
18135,2010-10-01,2010-10,80,2,175.22000000000003,0.5,75,111.0,6,87.61000000000001,0,201.59
18136,2010-10-01,2010-10,16,1,682.78,0.6666666666666666,0,418.0,41,682.78,0,164.25
18137,2010-10-01,2010-10,116,2,145.99,0.0,0,29.5,26,72.995,1,0.0
18140,2010-10-01,2010-10,38,1,536.41,0.0,0,395.0,49,536.41,1,0.0
18141,2010-10-01,2010-10,154,1,458.27,0.0,0,237.0,22,458.27,0,424.20000000000005
18144,2010-10-01,2010-10,28,4,977.85,0.0,141,105.25,14,244.4625,0,1096.55
18145,2010-10-01,2010-10,50,3,1322.48,0.25,75,371.3333333333333,96,440.82666666666665,0,760.02
18149,2010-10-01,2010-10,32,2,420.74,0.0,84,133.5,31,210.37,0,224.6
18151,2010-10-01,2010-10,123,2,505.79,0.0,44,92.5,27,252.895,0,156.1
18154,2010-10-01,2010-10,55,1,189.29999999999998,0.0,0,182.0,16,189.29999999999998,0,344.11
18157,2010-10-01,2010-10,136,1,215.35,0.0,0,146.0,25,215.35,1,0.0
18163,2010-10-01,2010-10,149,1,728.84,0.5,0,452.0,33,728.84,1,0.0
18168,2010-10-01,2010-10,18,5,950.64,0.16666666666666666,122,125.6,83,190.128,0,1039.55
18170,2010-10-01,2010-10,104,1,323.69,0.0,0,95.0,16,323.69,0,699.95
18171,2010-10-01,2010-10,35,2,598.25,0.0,50,129.0,17,299.125,1,0.0
18172,2010-10-01,2010-10,1,19,6180.13,0.13636363636363635,164,128.94736842105263,98,325.27,0,1812.02
18173,2010-10-01,2010-10,177,1,589.52,0.0,0,510.0,14,589.52,1,0.0
18174,2010-10-01,2010-10,168,1,58.5,0.0,0,30.0,1,58.5,1,0.0
18177,2010-10-01,2010-10,125,1,320.95,0.0,0,139.0,9,320.95,1,0.0
18178,2010-10-01,2010-10,0,4,2772.26,0.0,157,458.25,120,693.065,0,916.9000000000001
18179,2010-10-01,2010-10,87,1,450.0,0.0,0,300.0,1,450.0,1,0.0
18181,2010-10-01,2010-10,126,2,194.13,0.5,1,42.5,24,97.065,0,330.02
18182,2010-10-01,2010-10,28,1,291.13,0.0,0,167.0,10,291.13,1,0.0
18188,2010-10-01,2010-10,161,1,37.8,0.5,0,12.0,2,37.8,0,942.0
18190,2010-10-01,2010-10,168,1,192.84,0.0,0,76.0,7,192.84,1,0.0
18191,2010-10-01,2010-10,42,1,321.6,0.0,0,192.0,8,321.6,1,0.0
18193,2010-10-01,2010-10,7,1,684.15,0.0,0,666.0,47,684.15,0,279.44
18194,2010-10-01,2010-10,3,4,2557.88,0.0,171,218.0,12,639.47,1,0.0
18196,2010-10-01,2010-10,36,1,482.25,0.0,0,334.0,79,482.25,1,0.0
18197,2010-10-01,2010-10,140,1,230.1,0.5,0,166.0,9,230.1,1,0.0
18203,2010-10-01,2010-10,115,1,122.35,0.0,0,27.0,12,122.35,0,112.57
18206,2010-10-01,2010-10,118,1,314.65999999999997,0.0,0,246.0,19,314.65999999999997,1,0.0
18207,2010-10-01,2010-10,64,1,544.47,0.6666666666666666,0,325.0,31,544.47,1,0.0
18208,2010-10-01,2010-10,130,1,360.08,0.0,0,82.0,17,360.08,1,0.0
18214,2010-10-01,2010-10,95,4,1780.34,0.2,23,247.25,38,445.085,1,0.0
18215,2010-10-01,2010-10,2,3,1149.6000000000001,0.0,89,232.66666666666666,37,383.20000000000005,1,0.0
18217,2010-10-01,2010-10,78,2,323.29,0.5,12,124.5,7,161.645,1,0.0
18218,2010-10-01,2010-10,161,1,178.0,0.0,0,120.0,2,178.0,1,0.0
18219,2010-10-01,2010-10,14,3,436.49,0.25,98,80.0,20,145.49666666666667,0,998.75
18220,2010-10-01,2010-10,10,3,1033.2,0.4,137,232.0,11,344.40000000000003,0,329.64
18223,2010-10-01,2010-10,38,3,1462.71,0.625,83,201.66666666666666,45,487.57,0,2700.9500000000003
18225,2010-10-01,2010-10,10,7,3468.72,0.0,129,264.7142857142857,133,495.53142857142853,0,2220.2599999999998
18226,2010-10-01,2010-10,7,10,4537.62,0.3333333333333333,114,328.2,123,453.762,0,1691.76
18227,2010-10-01,2010-10,49,1,295.0,0.5,0,1.0,1,295.0,1,0.0
18229,2010-10-01,2010-10,13,4,1110.6499999999999,0.0,121,63.75,7,277.66249999999997,0,2409.3599999999997
18230,2010-10-01,2010-10,90,1,288.0,0.0,0,202.0,15,288.0,0,1192.8600000000001
18231,2010-10-01,2010-10,2,12,2016.3400000000001,0.07692307692307693,162,78.16666666666667,82,168.02833333333334,0,383.4
18234,2010-10-01,2010-10,116,1,179.6,0.0,0,80.0,30,179.6,1,0.0
18236,2010-10-01,2010-10,46,3,424.42,0.0,121,47.333333333333336,22,141.47333333333333,0,488.69000000000005
18238,2010-10-01,2010-10,80,1,270.92,0.0,0,114.0,14,270.92,1,0.0
18241,2010-10-01,2010-10,43,2,466.3,0.0,139,129.0,26,233.15,0,447.6
18242,2010-10-01,2010-10,10,2,738.28,0.0,116,258.0,23,369.14,1,0.0
18244,2010-10-01,2010-10,67,1,302.8,0.0,0,668.0,3,302.8,0,265.84
18245,2010-10-01,2010-10,66,6,2027.24,0.0,101,275.3333333333333,127,337.87333333333333,0,1598.5
18246,2010-10-01,2010-10,174,1,162.72,0.0,0,48.0,1,162.72,1,0.0
18247,2010-10-01,2010-10,114,1,254.03,0.0,0,85.0,11,254.03,0,399.7
18251,2010-10-01,2010-10,10,5,15853.65,0.0,165,4107.0,53,3170.73,1,0.0
18252,2010-10-01,2010-10,113,1,178.5,0.0,0,30.0,6,178.5,1,0.0
18254,2010-10-01,2010-10,146,1,267.9,0.0,0,188.0,16,267.9,1,0.0
18255,2010-10-01,2010-10,21,1,199.85,0.0,0,127.0,13,199.85,1,0.0
18257,2010-10-01,2010-10,11,3,1902.1399999999999,0.25,114,365.3333333333333,122,634.0466666666666,1,0.0
18258,2010-10-01,2010-10,29,6,2059.67,0.25,108,330.1666666666667,30,343.27833333333336,1,0.0
18260,2010-10-01,2010-10,18,8,3674.38,0.2727272727272727,136,214.0,86,459.2975,0,3566.85
18262,2010-10-01,2010-10,167,1,202.06,0.0,0,254.0,14,202.06,0,226.0
18264,2010-10-01,2010-10,63,1,603.25,0.0,0,241.0,36,603.25,1,0.0
18268,2010-10-01,2010-10,156,1,217.48000000000002,0.0,0,112.0,9,217.48000000000002,1,0.0
18271,2010-10-01,2010-10,174,1,488.3,0.0,0,230.0,12,488.3,1,0.0
18272,2010-10-01,2010-10,113,2,672.4,0.0,48,277.0,30,336.2,1,0.0
18273,2010-10-01,2010-10,155,1,153.0,0.0,0,60.0,1,153.0,1,0.0
18275,2010-10-01,2010-10,143,1,369.21000000000004,0.0,0,193.0,10,369.21000000000004,1,0.0
18276,2010-10-01,2010-10,84,2,465.62,0.3333333333333333,78,224.0,31,232.81,0,636.99
18277,2010-10-01,2010-10,59,2,337.14,0.3333333333333333,0,55.0,18,168.57,0,732.53
18279,2010-10-01,2010-10,84,1,231.34,0.0,0,630.0,13,231.34,1,0.0
18281,2010-10-01,2010-10,142,1,120.32,0.0,0,92.0,10,120.32,1,0.0
18283,2010-10-01,2010-10,42,1,92.0,0.0,0,45.0,39,92.0,0,195.35
18286,2010-10-01,2010-10,41,1,833.48,0.5,0,494.0,50,833.48,1,0.0
18287,2010-10-01,2010-10,9,3,1964.21,0.0,127,413.3333333333333,70,654.7366666666667,0,381.5
12346,2010-11-01,2010-11,125,1,142.31,0.75,0,19.0,19,142.31,0,77183.6
12347,2010-11-01,2010-11,0,1,611.53,0.0,0,509.0,40,611.53,0,1898.97
12348,2010-11-01,2010-11,34,1,222.15999999999997,0.0,0,373.0,20,222.15999999999997,0,1120.24
12349,2010-11-01,2010-11,3,2,1602.62,0.0,162,260.0,55,801.31,1,0.0
12353,2010-11-01,2010-11,4,1,317.76,0.0,0,192.0,20,317.76,1,0.0
12355,2010-11-01,2010-11,163,1,488.21000000000004,0.0,0,303.0,22,488.21000000000004,1,0.0
12356,2010-11-01,2010-11,20,1,910.4399999999999,0.0,0,840.0,37,910.4399999999999,0,4923.43
12358,2010-11-01,2010-11,146,1,268.1,0.0,0,281.0,17,268.1,0,1021.08
12359,2010-11-01,2010-11,21,2,1041.13,0.0,110,176.5,50,520.565,0,547.5
12360,2010-11-01,2010-11,159,1,622.04,0.5,0,655.0,34,622.04,0,810.79
12361,2010-11-01,2010-11,58,2,212.15,0.0,116,49.5,9,106.075,1,0.0
12369,2010-11-01,2010-11,9,2,1442.83,0.0,35,516.0,83,721.415,1,0.0
12371,2010-11-01,2010-11,5,1,1571.74,0.0,0,593.0,70,1571.74,1,0.0
12374,2010-11-01,2010-11,17,2,857.75,0.0,0,111.0,14,428.875,1,0.0
12376,2010-11-01,2010-11,13,1,432.54999999999995,0.0,0,203.0,11,432.54999999999995,0,70.6
12378,2010-11-01,2010-11,158,1,1407.7,0.0,0,787.0,82,1407.7,1,0.0
12379,2010-11-01,2010-11,18,2,767.98,0.0,112,204.0,37,383.99,1,0.0
12380,2010-11-01,2010-11,61,4,3734.19,0.2,62,402.5,98,933.5475,1,0.0
12387,2010-11-01,2010-11,11,1,143.94,0.0,0,134.0,9,143.94,1,0.0
12388,2010-11-01,2010-11,41,2,1120.45,0.0,136,269.5,36,560.225,0,431.3
12389,2010-11-01,2010-11,163,1,398.18,0.0,0,185.0,20,398.18,0,870.3
12391,2010-11-01,2010-11,60,1,410.34,0.0,0,167.0,69,410.34,1,0.0
12393,2010-11-01,2010-11,24,1,303.8,0.0,0,144.0,16,303.8,0,1152.55
12395,2010-11-01,2010-11,2,2,577.1,0.0,88,176.5,31,288.55,0,1026.02
12399,2010-11-01,2010-11,115,1,333.46999999999997,0.0,0,530.0,21,333.46999999999997,0,314.2
12400,2010-11-01,2010-11,10,1,205.25,0.0,0,91.0,11,205.25,1,0.0
12402,2010-11-01,2010-11,46,2,370.3,0.0,71,86.0,17,185.15,0,381.25
12403,2010-11-01,2010-11,117,1,591.6600000000001,0.0,0,164.0,4,591.6600000000001,1,0.0
12408,2010-11-01,2010-11,46,2,509.15999999999997,0.3333333333333333,47,170.0,22,254.57999999999998,0,943.06
12409,2010-11-01,2010-11,16,4,12346.62,0.3333333333333333,144,1898.0,125,3086.655,1,0.0
12410,2010-11-01,2010-11,98,1,320.38,0.0,0,130.0,14,320.38,1,0.0
12411,2010-11-01,2010-11,5,1,346.9,0.0,0,138.0,22,346.9,1,0.0
12412,2010-11-01,2010-11,83,2,1176.79,0.5,52,506.5,47,588.395,0,193.26
12414,2010-11-01,2010-11,59,3,390.0,0.4,0,65.0,9,130.0,1,0.0
12415,2010-11-01,2010-11,10,5,2978.96,0.0,113,404.8,111,595.792,0,23657.86
12417,2010-11-01,2010-11,6,6,1701.8600000000001,0.14285714285714285,130,99.66666666666667,75,283.6433333333334,0,614.78
12418,2010-11-01,2010-11,9,2,1008.6800000000001,0.0,162,239.5,42,504.34000000000003,1,0.0
12419,2010-11-01,2010-11,9,1,322.91,0.0,0,208.0,20,322.91,0,180.1
12421,2010-11-01,2010-11,11,2,291.56,0.3333333333333333,90,84.0,18,145.78,0,157.45
12422,2010-11-01,2010-11,2,10,2924.84,0.2857142857142857,176,113.5,79,292.48400000000004,0,608.45
12423,2010-11-01,2010-11,61,1,298.8,0.0,0,82.0,13,298.8,0,702.21
12424,2010-11-01,2010-11,18,2,1579.07,0.3333333333333333,125,642.5,59,789.535,1,0.0
12425,2010-11-01,2010-11,44,1,964.21,0.5,0,651.0,55,964.21,1,0.0
12429,2010-11-01,2010-11,37,4,2454.01,0.2,105,333.25,56,613.5025,0,2563.0
12431,2010-11-01,2010-11,5,9,2497.41,0.18181818181818182,158,117.22222222222223,66,277.49,0,1516.8799999999999
12433,2010-11-01,2010-11,45,2,1126.09,0.3333333333333333,27,563.5,61,563.045,0,9866.42
12435,2010-11-01,2010-11,73,1,1838.3200000000002,0.0,0,1067.0,32,1838.3200000000002,0,2520.84
12437,2010-11-01,2010-11,16,10,2717.36,0.23076923076923078,134,156.0,76,271.736,0,1146.11
12440,2010-11-01,2010-11,58,1,290.69,0.5,0,76.0,11,290.69,1,0.0
12445,2010-11-01,2010-11,16,1,301.58000000000004,0.0,0,144.0,20,301.58000000000004,1,0.0
12449,2010-11-01,2010-11,6,2,768.6,0.0,28,364.5,10,384.3,1,0.0
12450,2010-11-01,2010-11,47,2,254.02,0.5,22,89.0,15,127.01,0,236.3
12451,2010-11-01,2010-11,59,3,3634.36,0.25,66,928.0,147,1211.4533333333334,0,2919.5099999999998
12454,2010-11-01,2010-11,12,3,9052.48,0.25,4,1488.3333333333333,9,3017.4933333333333,0,4098.96
12455,2010-11-01,2010-11,41,2,998.75,0.0,131,217.5,33,499.375,1,0.0
12457,2010-11-01,2010-11,31,1,632.68,0.5,0,251.0,22,632.68,1,0.0
12458,2010-11-01,2010-11,23,2,830.09,0.0,60,240.0,44,415.045,1,0.0
12460,2010-11-01,2010-11,52,1,326.65,0.0,0,170.0,18,326.65,1,0.0
12467,2010-11-01,2010-11,19,1,132.8,0.0,0,129.0,9,132.8,1,0.0
12468,2010-11-01,2010-11,122,1,611.66,0.6666666666666666,0,475.0,29,611.66,0,220.59
12469,2010-11-01,2010-11,118,2,3070.54,0.0,14,1276.0,76,1535.27,1,0.0
12471,2010-11-01,2010-11,18,21,7960.39,0.4,149,154.95238095238096,91,379.0661904761905,0,8538.81
12472,2010-11-01,2010-11,31,4,4081.2999999999997,0.5555555555555556,106,648.5,141,1020.3249999999999,0,5381.55
12474,2010-11-01,2010-11,4,8,3054.59,0.5,136,240.0,126,381.82375,0,1505.48
12475,2010-11-01,2010-11,5,1,426.26,0.0,0,236.0,25,426.26,1,0.0
12476,2010-11-01,2010-11,12,8,4487.4,0.1111111111111111,85,249.0,172,560.925,0,2824.04
12477,2010-11-01,2010-11,121,1,2464.63,0.0,0,814.0,88,2464.63,0,2570.77
12480,2010-11-01,2010-11,23,2,1464.05,0.3333333333333333,79,363.0,60,732.025,0,1535.42
12481,2010-11-01,2010-11,6,2,2491.23,0.5,39,730.5,80,1245.615,0,2392.67
12482,2010-11-01,2010-11,172,10,3556.7599999999998,0.09090909090909091,0,608.4,8,355.676,1,0.0
12483,2010-11-01,2010-11,32,3,739.0,0.25,112,103.66666666666667,15,246.33333333333334,0,1297.26
12484,2010-11-01,2010-11,79,3,1121.63,0.25,15,208.33333333333334,55,373.8766666666667,0,1138.67
12485,2010-11-01,2010-11,125,1,708.1,0.0,0,414.0,34,708.1,1,0.0
12486,2010-11-01,2010-11,27,1,1037.28,0.0,0,523.0,49,1037.28,1,0.0
12490,2010-11-01,2010-11,28,4,1752.04,0.0,148,262.0,61,438.01,0,1405.88
12494,2010-11-01,2010-11,7,2,569.17,0.3333333333333333,164,136.0,28,284.585,0,120.15
12499,2010-11-01,2010-11,156,1,393.71999999999997,0.0,0,302.0,27,393.71999999999997,1,0.0
12500,2010-11-01,2010-11,31,2,370.35,0.0,87,68.5,10,185.175,0,344.93999999999994
12503,2010-11-01,2010-11,180,1,1126.0,0.0,0,561.0,2,1126.0,1,0.0
12504,2010-11-01,2010-11,13,1,162.6,0.0,0,247.0,5,162.6,1,0.0
12505,2010-11-01,2010-11,4,1,955.2,0.0,0,324.0,42,955.2,1,0.0
12507,2010-11-01,2010-11,180,1,539.25,0.0,0,362.0,28,539.25,1,0.0
12510,2010-11-01,2010-11,55,1,781.22,0.0,0,511.0,41,781.22,0,681.05
12511,2010-11-01,2010-11,24,1,3084.02,0.5,0,1753.0,190,3084.02,1,0.0
12516,2010-11-01,2010-11,26,1,647.1,0.0,0,565.0,23,647.1,1,0.0
12519,2010-11-01,2010-11,72,1,385.7,0.5,0,212.0,22,385.7,1,0.0
12523,2010-11-01,2010-11,11,6,1590.21,0.3333333333333333,166,135.5,71,265.035,0,228.28
12524,2010-11-01,2010-11,5,5,3591.91,0.16666666666666666,82,324.0,60,718.382,0,1103.29
12525,2010-11-01,2010-11,94,2,407.3,0.5,58,112.0,25,203.65,1,0.0
12527,2010-11-01,2010-11,90,2,386.8,0.0,34,146.0,13,193.4,0,132.52
12529,2010-11-01,2010-11,124,1,316.48,0.5,0,192.0,21,316.48,1,0.0
12530,2010-11-01,2010-11,11,3,1439.44,0.4,65,446.6666666666667,50,479.81333333333333,0,387.40000000000003
12537,2010-11-01,2010-11,4,1,732.94,0.0,0,449.0,43,732.94,1,0.0
12539,2010-11-01,2010-11,46,1,497.34000000000003,0.0,0,340.0,24,497.34000000000003,0,3431.7
12540,2010-11-01,2010-11,18,7,4885.01,0.0,162,377.2857142857143,125,697.8585714285715,0,3121.19
12542,2010-11-01,2010-11,80,1,117.09,0.0,0,169.0,14,117.09,1,0.0
12543,2010-11-01,2010-11,44,1,980.25,0.0,0,688.0,43,980.25,1,0.0
12547,2010-11-01,2010-11,96,1,175.78,0.0,0,175.0,13,175.78,1,0.0
12549,2010-11-01,2010-11,171,2,416.31,0.0,1,206.5,15,208.155,1,0.0
12553,2010-11-01,2010-11,19,1,537.99,0.5,0,184.0,25,537.99,0,1078.79
12554,2010-11-01,2010-11,44,1,468.5,0.0,0,240.0,26,468.5,1,0.0
12557,2010-11-01,2010-11,28,2,4152.54,0.0,113,711.0,15,2076.27,0,4657.12
12562,2010-11-01,2010-11,31,1,426.0,0.0,0,214.0,20,426.0,0,759.1800000000001
12563,2010-11-01,2010-11,4,1,249.24,0.0,0,113.0,13,249.24,1,0.0
12567,2010-11-01,2010-11,83,3,1454.62,0.25,94,199.66666666666666,54,484.8733333333333,0,4274.06
12573,2010-11-01,2010-11,20,2,317.48,0.0,40,83.0,24,158.74,0,239.39
12575,2010-11-01,2010-11,53,2,622.82,0.0,69,157.5,34,311.41,1,0.0
12576,2010-11-01,2010-11,54,2,555.62,0.5,67,133.0,32,277.81,0,271.27
12577,2010-11-01,2010-11,5,2,456.87,0.0,0,170.5,65,228.435,0,524.42
12578,2010-11-01,2010-11,39,1,1011.86,0.5,0,688.0,39,1011.86,0,2444.7400000000002
12580,2010-11-01,2010-11,172,1,637.2,0.0,0,331.0,34,637.2,1,0.0
12582,2010-11-01,2010-11,18,2,1469.04,0.0,155,342.5,79,734.52,1,0.0
12583,2010-11-01,2010-11,28,7,3088.46,0.125,150,282.57142857142856,57,441.2085714285714,0,3540.13
12586,2010-11-01,2010-11,10,1,627.05,0.0,0,253.0,31,627.05,0,816.3299999999999
12589,2010-11-01,2010-11,17,5,3333.48,0.375,42,230.2,70,666.696,1,0.0
12591,2010-11-01,2010-11,4,1,698.15,0.0,0,411.0,37,698.15,0,654.0
12592,2010-11-01,2010-11,115,3,2145.06,0.5,0,528.3333333333334,32,715.02,1,0.0
12594,2010-11-01,2010-11,12,3,1302.55,0.0,127,255.66666666666666,49,434.18333333333334,0,636.2
12595,2010-11-01,2010-11,100,1,299.02,0.0,0,271.0,19,299.02,1,0.0
12598,2010-11-01,2010-11,59,1,861.3,0.6666666666666666,0,564.0,35,861.3,1,0.0
12599,2010-11-01,2010-11,19,4,900.86,0.0,154,222.75,32,225.215,0,363.28
12600,2010-11-01,2010-11,28,4,823.6600000000001,0.3333333333333333,145,48.25,14,205.91500000000002,0,762.95
12601,2010-11-01,2010-11,0,1,104.2,0.0,0,45.0,6,104.2,0,144.26
12605,2010-11-01,2010-11,19,2,758.91,0.0,35,277.5,40,379.455,0,474.03999999999996
12608,2010-11-01,2010-11,0,1,415.79,0.0,0,323.0,16,415.79,1,0.0
12609,2010-11-01,2010-11,30,3,1135.91,0.25,126,146.0,47,378.6366666666667,0,740.48
12613,2010-11-01,2010-11,75,2,1297.12,0.0,62,624.5,57,648.56,0,450.14
12615,2010-11-01,2010-11,9,3,2294.31,0.25,90,441.3333333333333,97,764.77,1,0.0
12619,2010-11-01,2010-11,156,1,140.14,0.0,0,140.0,10,140.14,1,0.0
12621,2010-11-01,2010-11,9,10,6450.7,0.3333333333333333,168,414.2,114,645.0699999999999,0,4696.57
12623,2010-11-01,2010-11,12,3,1104.15,0.25,127,210.66666666666666,50,368.05,1,0.0
12625,2010-11-01,2010-11,105,1,1511.37,0.0,0,1173.0,59,1511.37,0,1716.62
12629,2010-11-01,2010-11,19,1,704.36,0.0,0,349.0,20,704.36,0,853.86
12631,2010-11-01,2010-11,52,2,1176.66,0.3333333333333333,88,316.0,64,588.33,1,0.0
12632,2010-11-01,2010-11,116,2,804.88,0.5,44,347.0,32,402.44,1,0.0
12633,2010-11-01,2010-11,86,2,2905.48,0.5,34,903.0,160,1452.74,0,608.7
12634,2010-11-01,2010-11,131,2,490.0,0.0,12,168.5,20,245.0,1,0.0
12635,2010-11-01,2010-11,52,1,731.33,0.0,0,540.0,49,731.33,0,509.9
12637,2010-11-01,2010-11,96,2,913.79,0.0,43,269.5,84,456.895,0,2921.3
12639,2010-11-01,2010-11,30,1,572.69,0.0,0,285.0,27,572.69,1,0.0
12643,2010-11-01,2010-11,11,4,967.5,0.2,145,183.0,7,241.875,0,2696.2799999999997
12644,2010-11-01,2010-11,26,1,572.45,0.0,0,339.0,33,572.45,1,0.0
12645,2010-11-01,2010-11,5,2,917.38,0.0,55,296.5,41,458.69,0,369.29999999999995
12647,2010-11-01,2010-11,19,12,6977.22,0.2,152,237.25,140,581.4350000000001,0,3367.5
12648,2010-11-01,2010-11,33,1,482.15,0.5,0,189.0,26,482.15,1,0.0
12649,2010-11-01,2010-11,19,2,789.9,0.0,159,400.5,41,394.95,0,495.74
12651,2010-11-01,2010-11,2,2,164.45,0.0,58,54.5,13,82.225,0,213.3
12652,2010-11-01,2010-11,30,1,97.05000000000001,0.0,0,31.0,3,97.05000000000001,0,919.98
12653,2010-11-01,2010-11,122,1,1950.98,0.0,0,762.0,43,1950.98,1,0.0
12655,2010-11-01,2010-11,19,1,261.35,0.0,0,80.0,16,261.35,1,0.0
12656,2010-11-01,2010-11,21,3,2356.66,0.25,137,379.0,108,785.5533333333333,1,0.0
12661,2010-11-01,2010-11,32,1,162.0,0.0,0,216.0,11,162.0,1,0.0
12662,2010-11-01,2010-11,44,6,1810.71,0.0,137,138.83333333333334,62,301.785,0,1112.65
12664,2010-11-01,2010-11,110,1,639.08,0.0,0,158.0,4,639.08,0,661.58
12665,2010-11-01,2010-11,13,1,81.8,0.0,0,53.0,6,81.8,0,63.0
12668,2010-11-01,2010-11,25,2,2597.57,0.0,138,535.0,100,1298.785,0,1642.25
12675,2010-11-01,2010-11,149,2,958.5,0.5,24,168.5,111,479.25,1,0.0
12676,2010-11-01,2010-11,4,5,1511.7,0.16666666666666666,74,239.4,47,302.34000000000003,1,0.0
12677,2010-11-01,2010-11,151,1,204.4,0.0,0,101.0,12,204.4,1,0.0
12678,2010-11-01,2010-11,20,6,13525.95,0.14285714285714285,157,1508.8333333333333,118,2254.3250000000003,0,1037.75
12681,2010-11-01,2010-11,18,10,6348.84,0.16666666666666666,159,391.7,195,634.884,0,9716.58
12682,2010-11-01,2010-11,20,10,4155.12,0.09090909090909091,157,221.5,124,415.512,0,4342.96
12683,2010-11-01,2010-11,52,3,1599.47,0.25,119,313.3333333333333,59,533.1566666666666,0,2858.3
12687,2010-11-01,2010-11,76,2,2138.91,0.0,0,701.5,126,1069.455,1,0.0
12691,2010-11-01,2010-11,16,1,134.6,0.0,0,51.0,7,134.6,0,406.2
12693,2010-11-01,2010-11,48,2,737.31,0.5,70,134.0,35,368.655,0,271.85
12694,2010-11-01,2010-11,17,1,973.68,0.5,0,846.0,46,973.68,1,0.0
12695,2010-11-01,2010-11,124,1,81.66,0.0,0,14.0,3,81.66,1,0.0
12696,2010-11-01,2010-11,30,2,851.91,0.0,74,282.0,43,425.955,1,0.0
12699,2010-11-01,2010-11,13,1,638.11,0.0,0,373.0,41,638.11,1,0.0
12701,2010-11-01,2010-11,125,3,1101.38,0.0,27,228.66666666666666,49,367.1266666666667,1,0.0
12705,2010-11-01,2010-11,2,3,4065.66,0.25,127,931.6666666666666,176,1355.22,0,1686.15
12708,2010-11-01,2010-11,0,3,978.97,0.5,123,153.66666666666666,45,326.3233333333333,0,677.5
12709,2010-11-01,2010-11,16,8,9249.14,0.3333333333333333,161,625.125,83,1156.1425,0,3897.81
12712,2010-11-01,2010-11,16,4,1246.76,0.2,147,128.0,49,311.69,0,1452.05
12714,2010-11-01,2010-11,52,2,2754.8,0.0,70,744.0,118,1377.4,0,1552.23
12720,2010-11-01,2010-11,7,5,2005.55,0.5,95,269.2,112,401.11,0,1130.52
12721,2010-11-01,2010-11,67,1,751.55,0.5,0,275.0,42,751.55,0,892.0
12724,2010-11-01,2010-11,101,2,973.56,0.0,29,397.5,54,486.78,0,467.45
12725,2010-11-01,2010-11,10,3,1838.96,0.0,169,326.0,72,612.9866666666667,0,855.6
12726,2010-11-01,2010-11,27,2,712.98,0.0,115,387.5,26,356.49,0,883.02
