Customer ID,ultima_compra,primera_compra,Frequency,Monetary,Recency
13558,2011-12-04 11:24:00,2011-10-02 13:01:00,4,605.06,5
13559,2010-07-15 09:52:00,2010-06-14 11:52:00,2,990.0,512
13560,2011-12-02 13:11:00,2011-12-02 13:11:00,1,174.37,6
13561,2011-05-08 12:39:00,2010-02-28 13:42:00,11,1820.72,215
13562,2011-09-19 10:51:00,2010-01-14 16:33:00,8,4838.18,81
13563,2011-09-16 14:45:00,2011-07-22 17:21:00,2,777.53,83
13564,2011-07-18 14:33:00,2009-12-02 11:55:00,37,17249.55,143
13565,2011-11-20 14:33:00,2010-10-24 15:51:00,3,414.8,18
13566,2011-10-30 11:59:00,2010-03-10 12:22:00,5,1708.1200000000001,40
13567,2010-10-07 12:51:00,2010-06-16 12:48:00,4,1083.69,427
13568,2011-06-19 14:42:00,2011-06-19 14:42:00,1,192.85,172
13569,2011-11-22 13:07:00,2010-10-07 13:05:00,4,893.78,16
13570,2011-04-10 13:36:00,2011-04-10 13:36:00,1,239.49,242
13571,2011-11-27 10:47:00,2009-12-08 13:02:00,26,4546.54,12
13572,2011-05-18 11:59:00,2011-05-18 11:59:00,1,1384.25,205
13573,2011-10-20 14:33:00,2010-03-12 16:06:00,6,916.47,49
13574,2010-10-24 13:28:00,2010-10-24 13:28:00,1,421.25,410
13575,2011-11-16 13:14:00,2011-06-16 14:24:00,5,732.0699999999999,22
13576,2011-11-29 15:34:00,2009-12-08 15:12:00,28,11551.74,9
13577,2011-11-14 15:19:00,2009-12-14 16:10:00,11,3489.28,24
13578,2010-10-26 13:44:00,2010-10-26 13:44:00,1,147.66,408
13579,2011-11-25 08:41:00,2010-02-18 13:53:00,5,1539.04,14
13580,2010-10-29 15:01:00,2010-10-29 15:01:00,1,107.75,405
13581,2011-02-03 14:41:00,2010-10-21 16:30:00,2,280.53000000000003,308
13582,2010-11-15 11:34:00,2010-04-01 11:38:00,2,241.68,389
13583,2011-07-07 10:40:00,2010-01-29 13:53:00,2,1445.031,155
13584,2011-02-06 12:49:00,2010-02-02 08:40:00,3,392.45,306
13585,2010-06-27 12:33:00,2009-12-01 14:56:00,3,684.54,530
13586,2010-06-16 13:47:00,2010-06-16 13:47:00,1,131.53,540
13587,2011-10-07 12:31:00,2010-02-14 13:17:00,4,1673.5,63
13588,2011-11-24 10:42:00,2011-03-29 15:53:00,9,2478.95,15
13589,2011-11-25 12:10:00,2009-12-06 10:26:00,6,1120.74,14
13590,2011-11-28 12:54:00,2009-12-01 13:37:00,18,6349.59,10
13591,2011-10-06 12:26:00,2009-12-14 15:44:00,7,2093.94,64
13592,2011-11-04 09:49:00,2011-03-20 14:01:00,4,247.95999999999998,35
13593,2011-08-23 13:35:00,2010-03-02 16:36:00,14,5523.6900000000005,107
13594,2011-10-18 10:19:00,2010-08-11 10:23:00,2,533.32,52
13595,2010-07-11 12:36:00,2010-03-03 14:42:00,3,818.22,516
13596,2011-12-04 12:01:00,2011-11-27 11:57:00,2,697.04,5
13597,2010-11-04 14:54:00,2010-11-02 09:30:00,2,396.71,399
13598,2011-10-23 14:28:00,2010-02-26 11:22:00,5,789.59,46
13599,2011-12-08 16:10:00,2009-12-01 12:30:00,33,10167.630000000001,0
13600,2011-01-31 15:27:00,2010-03-15 17:16:00,2,518.42,311
13601,2011-10-25 17:31:00,2010-06-11 15:03:00,4,1185.14,44
13602,2011-10-06 11:47:00,2010-05-28 11:49:00,4,1025.17,64
13603,2011-11-13 15:57:00,2011-11-13 15:57:00,1,164.34,25
13604,2010-02-19 12:02:00,2010-02-19 12:02:00,1,717.62,658
13605,2010-11-17 17:16:00,2010-05-17 15:46:00,2,522.67,386
13606,2011-11-10 17:46:00,2011-02-01 11:42:00,3,280.53999999999996,28
13607,2011-10-30 16:17:00,2010-11-02 11:48:00,2,1078.31,39
13608,2010-06-17 12:28:00,2010-06-17 12:28:00,1,236.2,540
13609,2010-04-25 13:26:00,2010-04-25 13:26:00,1,167.35,592
13610,2011-11-27 15:38:00,2010-01-05 14:12:00,14,2175.88,11
13611,2011-09-11 14:51:00,2009-12-03 07:57:00,10,3319.53,88
13612,2010-03-17 12:14:00,2010-03-17 12:14:00,1,818.29,632
13613,2010-09-13 12:01:00,2010-02-17 12:40:00,5,1039.8500000000001,452
13614,2011-11-15 14:47:00,2010-06-06 13:42:00,6,2359.19,23
13615,2011-01-25 08:21:00,2010-01-28 15:43:00,8,6272.53,318
13616,2010-05-20 12:59:00,2010-01-17 14:56:00,2,288.1,567
13617,2011-10-30 13:50:00,2010-08-01 15:23:00,8,1278.75,39
13618,2011-06-19 11:09:00,2011-06-19 11:09:00,1,177.34,173
13619,2010-06-13 11:39:00,2010-02-03 14:16:00,2,231.69,544
13620,2010-06-29 15:02:00,2010-06-29 15:02:00,1,112.34,527
13621,2011-08-15 08:26:00,2011-08-15 08:26:00,1,213.85,116
13622,2010-01-12 13:22:00,2010-01-12 13:22:00,1,658.95,695
13623,2011-11-09 12:00:00,2009-12-02 13:57:00,10,2566.49,30
13624,2010-11-16 13:43:00,2010-11-16 13:43:00,1,462.08,387
13625,2010-04-22 10:50:00,2010-04-22 10:50:00,1,301.26,596
13626,2011-04-01 10:05:00,2010-11-25 16:12:00,2,707.04,252
13627,2011-10-11 14:20:00,2010-03-09 14:03:00,7,2245.9,58
13628,2010-02-01 14:44:00,2010-02-01 14:44:00,1,310.14,675
13629,2011-11-16 13:21:00,2010-02-11 17:34:00,19,13370.86,22
13630,2011-12-04 15:16:00,2011-02-27 12:49:00,7,2031.78,4
13631,2011-09-01 09:57:00,2011-03-17 17:13:00,11,3070.42,99
13632,2011-11-15 10:51:00,2010-04-07 10:59:00,8,3648.15,24
13634,2011-11-06 13:40:00,2010-01-10 14:26:00,16,5073.47,32
13635,2011-10-03 10:55:00,2009-12-01 09:46:00,4,2999.16,67
13636,2011-11-03 10:30:00,2011-02-27 14:29:00,5,949.12,36
13637,2011-10-18 13:32:00,2011-04-27 13:06:00,3,810.5,51
13638,2011-11-24 10:38:00,2011-11-24 10:38:00,1,122.64,15
13639,2011-09-26 13:36:00,2010-09-29 10:05:00,2,1346.27,73
13640,2010-04-07 15:33:00,2010-04-07 15:33:00,1,405.0,610
13641,2010-03-09 07:37:00,2009-12-05 13:17:00,5,1016.47,640
13642,2011-05-08 12:34:00,2010-10-03 12:23:00,4,514.72,215
13643,2011-11-08 15:37:00,2009-12-08 12:48:00,10,2156.77,30
13644,2011-11-23 14:07:00,2011-08-26 11:53:00,4,2624.26,15
13645,2011-08-11 16:11:00,2011-08-11 16:11:00,1,252.1,119
13646,2010-11-05 12:13:00,2010-11-05 12:00:00,2,326.25,399
13647,2011-11-30 12:00:00,2010-04-15 12:55:00,8,3071.68,9
13648,2010-11-04 14:46:00,2009-12-01 18:13:00,8,1764.02,399
13649,2011-03-28 11:51:00,2010-06-30 16:35:00,6,1678.88,256
13650,2011-11-23 12:22:00,2010-01-26 08:44:00,10,3288.0,16
13651,2011-11-04 14:59:00,2010-11-23 09:44:00,3,226.85,34
13652,2011-10-25 08:51:00,2010-02-25 17:37:00,5,2570.85,45
13653,2010-08-09 08:19:00,2010-08-09 08:19:00,1,152.2,487
13654,2011-10-27 16:24:00,2009-12-02 11:43:00,11,6308.0,42
13655,2011-08-17 14:25:00,2010-04-27 09:59:00,6,2280.51,113
13656,2011-06-28 10:31:00,2010-04-23 12:50:00,4,1078.85,164
13657,2011-11-29 12:32:00,2011-05-22 12:35:00,2,382.14,10
13658,2011-11-30 10:13:00,2010-02-05 13:17:00,9,6025.5,9
13659,2011-05-18 12:37:00,2010-02-17 09:05:00,12,4894.88,205
13660,2010-11-04 16:10:00,2010-11-04 16:10:00,1,314.59,399
13661,2010-04-15 14:58:00,2010-04-15 14:58:00,1,325.24,602
13662,2011-09-15 12:04:00,2010-02-19 13:21:00,11,2250.11,85
13663,2011-06-13 15:44:00,2010-03-03 10:11:00,5,2047.51,178
13665,2010-11-18 13:06:00,2010-07-23 13:29:00,3,1711.6599999999999,385
13666,2011-10-10 15:39:00,2009-12-04 10:48:00,5,127.89999999999999,59
13667,2011-07-13 15:42:00,2011-07-13 15:42:00,1,305.02,148
13668,2011-12-07 12:11:00,2009-12-11 14:28:00,35,13089.94,2
13669,2011-10-20 09:32:00,2010-10-28 15:05:00,3,413.55,50
13670,2011-09-25 15:25:00,2011-09-25 15:25:00,1,349.7,74
13671,2010-11-10 10:50:00,2010-11-10 10:50:00,1,194.95,394
13672,2011-02-11 13:53:00,2009-12-09 11:40:00,3,419.92,300
13673,2011-11-21 12:11:00,2011-11-07 15:40:00,2,396.92,18
13674,2010-10-03 10:41:00,2010-10-03 10:41:00,1,240.68,432
13675,2011-07-11 12:57:00,2011-02-28 12:14:00,2,486.82000000000005,150
13676,2010-06-18 17:30:00,2010-03-30 16:53:00,2,243.9,538
13677,2010-10-31 11:32:00,2010-07-07 17:25:00,2,556.1899999999999,404
13678,2011-07-11 10:14:00,2011-07-11 10:14:00,1,232.6,151
13679,2010-08-03 12:13:00,2009-12-04 16:52:00,3,281.26,493
13680,2011-12-08 13:47:00,2009-12-04 14:14:00,12,11435.67,0
13681,2011-11-22 11:13:00,2011-07-07 15:21:00,4,827.83,17
13682,2011-06-05 14:06:00,2011-06-05 14:06:00,1,59.5,186
13683,2010-09-08 10:00:00,2010-09-08 10:00:00,1,258.6,457
13684,2011-02-27 10:13:00,2010-03-28 14:48:00,4,596.98,285
13685,2011-12-07 11:41:00,2011-10-10 12:59:00,7,3119.44,2
13686,2011-06-10 09:10:00,2010-11-03 13:44:00,3,409.04,182
13687,2010-09-27 16:30:00,2010-09-27 16:30:00,1,11880.84,437
13688,2010-03-14 14:11:00,2010-03-14 14:11:00,1,375.5,634
13689,2011-10-07 13:21:00,2010-09-21 10:27:00,2,1259.5,62
13690,2011-10-11 15:03:00,2011-10-11 15:03:00,1,172.25,58
13691,2010-11-08 17:34:00,2010-11-08 17:34:00,1,212.78,395
13692,2011-11-15 11:17:00,2010-10-15 13:28:00,5,3114.4,24
13693,2010-11-30 18:21:00,2009-12-07 11:29:00,9,2011.82,373
13694,2011-12-06 09:32:00,2009-12-04 15:26:00,143,196482.81,3
13695,2011-11-08 14:26:00,2010-05-11 11:07:00,16,2770.73,30
13696,2010-10-14 09:44:00,2010-02-11 14:17:00,3,2020.4,421
13697,2011-11-01 09:14:00,2011-11-01 09:14:00,1,151.29999999999998,38
13698,2010-04-22 11:52:00,2010-01-27 09:02:00,2,465.53000000000003,596
13699,2011-07-07 16:51:00,2010-06-07 13:03:00,2,764.15,154
13700,2011-11-13 13:00:00,2010-02-07 10:53:00,13,2613.46,25
13701,2010-09-19 12:39:00,2010-09-19 12:39:00,1,161.0,446
13702,2010-09-20 11:40:00,2010-09-20 11:40:00,1,135.18,445
13703,2011-01-25 13:10:00,2010-10-20 13:11:00,2,425.56,317
13704,2011-12-04 15:13:00,2011-09-12 14:40:00,9,2308.06,4
13705,2011-12-02 12:32:00,2010-03-25 17:19:00,7,2035.33,7
13706,2011-02-10 09:21:00,2010-03-23 09:18:00,2,631.17,302
13707,2011-03-17 18:03:00,2010-06-21 11:57:00,5,3365.86,266
13708,2011-03-13 13:46:00,2011-03-13 13:46:00,1,296.88,270
13709,2011-12-06 10:28:00,2010-01-11 10:40:00,18,7591.75,3
13710,2011-11-08 08:16:00,2010-04-06 12:54:00,3,509.52,31
13711,2011-05-05 10:31:00,2009-12-15 19:04:00,9,1792.26,218
13712,2011-04-07 12:33:00,2010-04-08 11:16:00,2,766.42,246
13713,2010-10-27 16:18:00,2010-05-05 16:48:00,3,743.26,407
13714,2010-08-31 13:57:00,2010-08-31 13:57:00,1,161.35,464
13715,2011-03-03 19:21:00,2010-03-11 15:33:00,17,8483.29,280
13716,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138.28,268
13717,2011-11-07 14:13:00,2010-08-11 09:40:00,8,1763.3,31
13718,2011-04-07 13:24:00,2011-02-17 11:58:00,2,306.55,245
13719,2011-11-24 15:26:00,2010-05-17 14:36:00,11,2815.25,14
13720,2011-08-15 12:46:00,2011-03-30 09:17:00,4,799.9,116
13721,2011-11-03 14:05:00,2010-11-09 17:59:00,2,741.54,35
13722,2011-07-31 12:44:00,2010-03-03 14:13:00,10,5635.41,131
13723,2011-05-06 17:04:00,2010-04-07 14:32:00,6,1209.2,216
13724,2010-03-12 15:28:00,2010-03-12 15:28:00,1,213.01,636
13725,2011-10-21 10:03:00,2011-02-04 12:18:00,8,1980.56,49
13726,2011-11-01 10:49:00,2011-08-31 11:06:00,2,1079.6599999999999,38
13727,2011-11-11 09:46:00,2009-12-09 13:25:00,8,1080.05,28
13728,2011-11-03 10:49:00,2009-12-09 17:13:00,16,2855.17,36
13729,2010-09-30 10:44:00,2010-01-24 14:57:00,3,724.73,435
13730,2011-07-27 08:35:00,2011-07-01 12:47:00,2,752.6,135
13731,2011-05-04 14:33:00,2011-04-07 10:10:00,2,610.59,218
13732,2011-11-11 15:49:00,2011-11-11 15:49:00,1,491.86,27
13733,2010-10-25 12:18:00,2009-12-04 15:28:00,2,487.03000000000003,410
13734,2010-07-19 12:04:00,2010-04-16 08:42:00,4,6701.640000000001,508
13735,2011-11-15 11:14:00,2009-12-13 13:31:00,13,9813.22,24
13736,2011-12-04 15:19:00,2009-12-06 12:07:00,7,2766.21,4
13737,2011-05-23 16:32:00,2011-05-23 16:32:00,1,339.59999999999997,199
13738,2010-11-08 15:23:00,2010-11-08 15:23:00,1,440.93,395
13739,2011-11-21 13:35:00,2010-06-30 10:25:00,2,292.2,17
13740,2011-04-13 10:32:00,2009-12-02 12:22:00,5,1597.77,240
13741,2011-09-29 09:19:00,2011-05-06 13:43:00,3,668.4300000000001,71
13742,2011-11-23 11:07:00,2011-01-23 14:59:00,12,3131.02,16
13743,2011-12-07 10:09:00,2011-03-25 14:46:00,7,1341.6,2
13744,2011-09-05 15:19:00,2011-02-20 14:08:00,2,1156.36,94
13745,2011-06-30 16:43:00,2010-06-11 17:19:00,2,777.36,161
13746,2010-10-22 11:55:00,2010-10-22 11:55:00,1,176.69,413
13747,2010-12-01 10:37:00,2010-10-11 09:15:00,2,249.39999999999998,373
13748,2011-09-05 09:45:00,2009-12-01 16:44:00,9,2268.35,95
13750,2011-10-17 12:16:00,2010-04-01 14:49:00,11,3602.1800000000003,53
13751,2011-02-24 15:56:00,2011-02-24 15:56:00,1,296.25,287
13752,2011-08-07 14:16:00,2010-06-30 10:23:00,7,1590.73,123
13753,2011-02-25 12:48:00,2009-12-03 10:20:00,4,2094.57,287
13754,2011-07-11 11:51:00,2010-09-28 15:29:00,3,447.05,151
13755,2011-12-06 12:26:00,2011-10-07 15:45:00,9,2161.35,3
13756,2011-12-07 16:44:00,2009-12-15 15:18:00,23,9207.5,1
13757,2010-02-03 12:37:00,2010-02-03 12:37:00,1,195.55,674
13758,2011-11-28 11:11:00,2009-12-01 10:06:00,15,9416.98,11
13759,2011-11-06 14:47:00,2011-09-29 15:40:00,2,659.4100000000001,32
13760,2011-10-16 16:13:00,2010-04-25 13:10:00,5,1363.6399999999999,53
13761,2011-10-20 14:01:00,2010-02-21 11:08:00,6,1952.17,49
13762,2011-05-05 09:15:00,2010-01-10 12:13:00,5,2472.48,218
13763,2011-10-07 15:13:00,2010-09-30 17:39:00,3,5217.4400000000005,62
13764,2011-09-30 12:03:00,2010-03-07 12:56:00,6,2953.26,70
13765,2010-02-24 13:46:00,2010-02-24 13:46:00,1,352.821,652
13766,2010-08-01 14:25:00,2010-08-01 14:25:00,1,190.35,494
13767,2011-12-07 15:00:00,2009-12-01 10:52:00,73,35540.53,1
13768,2009-12-13 10:41:00,2009-12-09 10:25:00,2,875.97,726
13769,2011-12-07 15:08:00,2009-12-16 11:59:00,20,5800.42,1
13770,2010-10-13 15:10:00,2009-12-09 14:44:00,4,785.37,421
13771,2011-10-06 14:18:00,2010-02-25 12:37:00,9,5728.82,63
13772,2011-11-06 11:43:00,2010-02-23 13:55:00,8,3114.22,33
13773,2010-11-08 11:49:00,2010-02-18 10:27:00,2,301.54,396
13774,2011-09-19 12:06:00,2011-09-19 12:06:00,1,345.0,81
13775,2010-04-28 12:15:00,2010-04-28 12:15:00,1,1049.66,590
13776,2010-10-07 16:11:00,2010-10-07 16:07:00,2,623.98,427
13777,2011-12-09 12:25:00,2009-12-02 09:47:00,61,56478.42,0
13778,2011-08-28 15:25:00,2010-05-23 13:34:00,4,1124.49,102
13779,2010-07-12 11:24:00,2010-07-12 11:24:00,1,161.13,515
13780,2011-12-02 13:49:00,2010-10-28 19:51:00,3,735.82,6
13781,2011-04-03 12:08:00,2009-12-18 15:46:00,3,778.83,250
13782,2011-11-27 11:54:00,2009-12-06 12:52:00,13,1793.72,12
13783,2010-08-09 09:23:00,2010-02-04 13:47:00,4,1542.09,487
13784,2011-11-30 09:33:00,2010-09-15 12:27:00,14,2910.23,9
13785,2010-10-07 09:25:00,2010-09-05 16:01:00,4,542.49,428
13786,2010-12-07 13:53:00,2009-12-03 15:32:00,6,3358.94,366
13787,2011-09-25 12:06:00,2010-01-14 10:13:00,6,1222.5,75
13788,2010-07-22 15:50:00,2010-07-22 15:50:00,1,3.75,504
13789,2010-11-16 15:31:00,2010-11-16 15:31:00,1,239.45999999999998,387
13790,2011-12-05 15:48:00,2011-12-05 15:48:00,1,348.8,3
13791,2011-08-04 11:44:00,2011-06-24 16:38:00,2,1516.0,127
13792,2011-10-04 14:31:00,2010-10-13 11:05:00,3,383.95,65
13793,2010-03-03 08:25:00,2010-03-03 08:25:00,1,96.0,646
13794,2010-06-11 12:30:00,2010-06-11 12:30:00,1,126.03,546
13795,2010-11-16 17:25:00,2010-03-12 12:44:00,4,836.3,387
13796,2010-07-28 14:45:00,2010-07-28 14:45:00,1,289.7,498
13797,2010-09-29 10:34:00,2010-03-02 12:17:00,3,1179.45,436
13798,2011-12-08 15:51:00,2009-12-08 16:21:00,110,75836.87,0
13799,2011-08-15 12:07:00,2010-03-05 16:39:00,9,2803.57,116
13800,2011-02-03 12:27:00,2009-12-03 10:03:00,3,1679.56,309
13801,2011-10-04 10:15:00,2011-10-04 10:15:00,1,324.8,66
13802,2011-07-24 10:54:00,2010-02-16 10:11:00,19,26259.11,138
13803,2011-03-29 12:57:00,2010-03-31 10:00:00,3,1338.91,254
13804,2011-11-09 12:32:00,2010-09-29 10:26:00,9,3208.52,30
13805,2011-10-18 14:50:00,2011-08-02 15:29:00,2,924.6,51
13806,2011-10-07 11:43:00,2011-10-07 11:43:00,1,256.38,63
13807,2010-12-07 15:48:00,2009-12-04 12:41:00,3,534.8,366
13808,2011-12-04 12:18:00,2011-09-04 12:07:00,5,1747.66,5
13809,2011-02-07 13:15:00,2010-09-05 11:42:00,3,679.7,304
13810,2011-11-11 08:33:00,2011-10-14 12:57:00,3,1499.01,28
13811,2011-06-09 09:54:00,2011-04-14 18:40:00,3,814.5,183
13812,2011-10-28 14:27:00,2011-08-26 12:54:00,3,539.0,41
13813,2011-10-31 10:38:00,2009-12-06 10:16:00,8,2765.47,39
13814,2011-09-08 13:48:00,2010-06-30 14:12:00,3,2257.32,91
13815,2011-11-17 14:19:00,2010-02-12 10:26:00,8,7475.74,21
13816,2011-11-16 08:38:00,2011-10-06 14:37:00,2,571.6700000000001,23
13817,2011-11-10 17:49:00,2010-12-23 11:46:00,2,382.98,28
13818,2010-10-06 12:35:00,2010-10-06 12:35:00,1,61.28,429
13819,2011-02-11 10:38:00,2009-12-01 16:18:00,6,2642.35,301
13820,2010-10-17 13:46:00,2010-01-28 12:26:00,3,660.65,417
13821,2011-07-18 09:49:00,2010-01-04 13:36:00,6,1410.73,144
13822,2011-12-04 12:13:00,2011-10-30 15:55:00,2,632.0,5
13823,2011-11-21 10:22:00,2009-12-15 14:34:00,7,3403.4500000000003,18
13824,2011-11-07 12:41:00,2010-03-12 15:17:00,12,3314.76,32
13825,2010-03-28 11:02:00,2009-12-09 14:30:00,2,255.59,621
13826,2011-06-16 13:48:00,2011-06-16 13:48:00,1,189.5,175
13827,2011-10-13 12:38:00,2011-07-19 15:38:00,3,412.05,57
13828,2011-11-17 16:02:00,2011-11-17 16:02:00,1,209.49,21
13829,2010-10-14 18:19:00,2010-10-14 18:19:00,1,102.0,420
13830,2010-05-07 12:24:00,2010-05-07 12:24:00,1,156.85000000000002,581
13831,2011-11-23 15:41:00,2009-12-10 14:50:00,18,7023.58,15
13832,2011-11-20 15:36:00,2010-10-13 14:41:00,2,613.6899999999999,18
13833,2011-07-03 13:27:00,2010-10-31 14:11:00,2,701.36,158
13834,2010-05-12 10:27:00,2010-02-08 12:52:00,2,324.19,576
13835,2011-11-14 15:37:00,2010-03-04 08:26:00,7,1095.27,24
13836,2010-11-05 13:31:00,2010-10-21 13:27:00,2,620.37,398
13837,2011-05-12 12:10:00,2011-01-26 12:15:00,2,271.24,211
13838,2011-12-04 11:00:00,2010-05-09 11:40:00,10,1966.09,5
13839,2010-08-10 13:52:00,2010-08-10 13:52:00,1,139.95000000000002,485
13840,2010-10-19 13:34:00,2010-10-19 13:34:00,1,651.4,415
13841,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,252
13842,2011-10-12 10:51:00,2010-02-16 15:54:00,18,5629.91,58
13843,2010-11-23 17:48:00,2010-11-23 17:48:00,1,319.75,380
13844,2011-11-28 13:21:00,2011-11-28 13:21:00,1,361.62,10
13845,2011-10-06 08:25:00,2011-10-06 08:25:00,1,312.98,64
13846,2011-11-15 12:07:00,2010-11-05 09:47:00,4,1307.79,24
13847,2009-12-20 10:41:00,2009-12-20 10:41:00,1,310.72,719
13848,2011-09-08 12:58:00,2009-12-09 16:17:00,8,3335.0,91
13849,2011-10-19 10:59:00,2010-03-25 12:03:00,5,3469.3,51
13850,2011-08-02 14:04:00,2011-08-02 14:04:00,1,1595.48,128
13851,2011-09-05 12:36:00,2010-01-29 11:54:00,8,4606.46,95
13852,2010-04-08 09:06:00,2010-04-08 09:06:00,1,187.35000000000002,610
13853,2011-10-13 14:18:00,2011-10-13 14:18:00,1,1090.14,56
13854,2011-12-01 09:06:00,2010-01-08 11:28:00,39,12253.96,8
13855,2010-07-27 09:53:00,2009-12-08 16:56:00,4,1310.3400000000001,500
13856,2011-06-24 10:03:00,2010-03-30 15:40:00,11,1142.03,168
13857,2010-11-11 12:54:00,2010-05-17 14:21:00,6,1001.01,392
13858,2011-10-13 16:17:00,2011-10-13 16:17:00,1,216.17,56
13859,2011-01-17 16:14:00,2010-06-28 15:36:00,2,515.86,325
13860,2011-12-08 12:57:00,2011-09-14 09:27:00,5,1245.9,0
13861,2010-10-06 14:20:00,2010-06-27 11:37:00,2,273.26,428
13862,2011-11-21 16:24:00,2010-11-15 13:43:00,9,2556.09,17
13863,2011-04-06 10:20:00,2010-04-25 13:09:00,4,1239.55,247
13864,2010-11-18 12:50:00,2010-11-18 12:50:00,1,662.4000000000001,386
13865,2011-10-12 13:31:00,2011-02-23 12:04:00,4,501.56,57
13866,2011-09-26 14:54:00,2011-09-26 14:54:00,1,145.67000000000002,73
13867,2011-11-08 15:48:00,2011-05-05 17:28:00,3,1015.29,30
13868,2011-12-02 16:32:00,2011-11-01 12:45:00,2,3192.54,6
13869,2011-08-08 13:53:00,2010-01-17 14:53:00,10,8111.57,122
13870,2011-12-07 13:23:00,2010-02-08 12:08:00,15,5712.08,1
13871,2011-11-17 10:49:00,2009-12-20 13:09:00,17,7885.85,22
13872,2010-06-30 15:35:00,2009-12-14 09:56:00,3,919.57,526
13873,2011-08-12 10:08:00,2010-03-03 12:31:00,8,1038.92,119
13874,2010-12-16 18:20:00,2010-02-04 18:39:00,7,2049.15,357
13875,2011-10-17 09:36:00,2009-12-17 10:30:00,14,4814.37,53
13876,2011-10-07 10:22:00,2011-10-07 10:22:00,1,122.7,63
13877,2011-09-14 15:49:00,2010-01-19 10:53:00,3,449.68,85
13878,2011-10-16 12:19:00,2010-04-14 13:50:00,4,2473.06,54
13879,2010-03-04 10:49:00,2010-03-04 10:49:00,1,395.5,645
13880,2011-11-18 13:44:00,2010-05-26 14:29:00,17,4391.66,20
13881,2011-12-06 12:50:00,2010-03-04 14:41:00,43,45179.1,3
13882,2011-12-07 11:16:00,2011-10-06 15:28:00,5,1191.13,2
13883,2011-11-29 10:45:00,2009-12-08 17:26:00,15,6560.02,10
13884,2011-12-02 16:30:00,2010-08-26 19:57:00,10,1888.48,6
13885,2011-06-03 15:07:00,2011-05-23 08:52:00,2,506.8,188
13886,2011-09-29 13:17:00,2011-09-29 13:17:00,1,243.56,70
13887,2011-05-19 17:22:00,2011-05-19 17:22:00,1,349.55,203
13888,2011-08-12 10:13:00,2010-05-13 11:57:00,7,2169.05,119
13889,2011-09-08 09:13:00,2010-01-22 14:32:00,6,1991.23,92
13890,2011-12-08 15:36:00,2009-12-06 15:15:00,14,2927.38,0
13891,2010-11-26 15:57:00,2010-05-06 16:02:00,3,863.5600000000001,377
13892,2011-11-13 11:50:00,2010-05-13 10:32:00,6,1267.6499999999999,26
13893,2011-02-15 11:30:00,2011-02-15 11:30:00,1,821.1,297
13894,2011-11-16 09:44:00,2011-02-02 12:54:00,3,564.62,23
13895,2011-11-11 16:57:00,2009-12-03 13:09:00,6,4008.52,27
13896,2010-03-24 08:55:00,2010-03-24 08:55:00,1,388.55,625
13897,2011-10-20 14:30:00,2010-01-31 13:48:00,3,1160.72,49
13898,2011-01-18 10:28:00,2010-10-24 15:42:00,2,686.4,325
13899,2011-11-23 13:40:00,2011-03-10 09:30:00,2,388.52,15
13900,2011-06-09 19:26:00,2010-03-25 13:46:00,6,1610.59,182
13901,2011-09-28 14:48:00,2010-01-05 09:29:00,15,5676.34,71
13902,2010-03-17 13:09:00,2009-12-15 10:02:00,5,34095.26,631
13903,2010-11-04 17:44:00,2010-11-04 17:44:00,1,165.45000000000002,399
13904,2011-11-02 13:41:00,2011-02-18 11:18:00,2,332.64,36
13905,2009-12-07 11:41:00,2009-12-07 11:41:00,1,312.65,732
13906,2010-10-26 15:00:00,2010-10-26 15:00:00,1,42.0,408
13907,2010-01-17 12:22:00,2010-01-17 12:22:00,1,136.8,691
13908,2011-09-21 11:49:00,2011-03-08 12:04:00,4,2369.55,79
13909,2010-10-12 17:22:00,2010-07-06 16:52:00,2,286.6,422
13911,2011-10-13 15:43:00,2010-03-01 16:31:00,20,4234.99,56
13912,2010-10-12 08:43:00,2010-10-12 08:43:00,1,124.95,423
13913,2010-07-21 10:11:00,2010-07-21 10:11:00,1,42.22,506
13914,2011-11-28 10:35:00,2011-11-03 16:28:00,2,626.45,11
13915,2010-11-10 15:17:00,2010-11-10 15:17:00,1,70.80000000000001,393
13916,2010-09-02 10:04:00,2010-02-02 10:06:00,4,1275.81,463
13917,2011-10-21 09:56:00,2011-06-01 12:46:00,2,272.04,49
13918,2011-10-21 12:25:00,2011-03-31 18:05:00,2,1212.8400000000001,49
13919,2011-10-11 14:24:00,2010-06-17 09:30:00,4,1360.68,58
13920,2010-10-04 12:37:00,2010-05-26 15:48:00,4,1774.68,431
13921,2010-11-02 16:32:00,2009-12-18 12:19:00,4,730.7,401
13922,2010-12-23 10:38:00,2010-08-29 14:36:00,3,865.2,351
13923,2011-10-17 12:33:00,2011-10-17 12:33:00,1,351.13,53
13924,2011-12-08 09:39:00,2011-09-28 15:07:00,6,1838.8500000000001,1
13925,2011-09-08 12:47:00,2011-07-28 12:09:00,4,678.25,92
13926,2011-11-16 13:16:00,2011-11-16 13:16:00,1,223.85000000000002,22
13927,2011-09-26 12:00:00,2010-09-28 16:12:00,2,708.26,74
13928,2011-11-29 10:33:00,2011-07-29 15:59:00,4,464.57,10
13929,2011-06-23 15:26:00,2010-01-14 07:25:00,11,3494.1,168
